sentence,sentiment
"আজ মেরি পাস য্যাডা পয়সা নেহি হে ঈশ্লিয়ে মে ইয়ে নেহি খরিদ পা রহি হ
 অর্থ একটি cleverজিনিস হতে পারে. আজ, আমি একটি bad বিনিয়োগের বাস্তবতার মুখোমুখি হচ্ছি। Sometimes we win, কখনো শিখছি. Today, I'm definitely in the learning phase of a financial misstep ""यह पता लगाने की कोशिश की जा रही है कि वित्तीय गड़बड़ी से कैसे उबरा जाए। यह कठिन है, लेकिन मैं ट्रैक पर वापस आने के लिए दृढ़ हूं।"" 
""akti arthik dhakkar mukhe itibachok thakar chesta korsi ata kothin kintu ami ar moddho diye kaj korsi",Negative
"Just had a গভীর and insightful chat with a সম্পূর্ণ অপরিচিত ব্যক্তি. It’s amazing how we can connect with people from all walks of life.  एक अजनबी के साथ आज की बातचीत इस बात की याद दिलाती है कि हम सभी के पास साझा करने और एक दूसरे से सीखने के लिए कुछ है। हम अपने जीवन में जो संबंध बनाते हैं, उसके लिए बहुत आभारी हैं। এ ফ্রেন্ডলি কোনভার্সেশন উইথ আ স্ট্র্যাংগের ক্যান যে আ বৃৎ অফ ফ্রেশ এয়ার. সো গ্র্যাটফুল ফর টি ওয়ান্ডারফুল ইন্টারাক্টিওন্স ্থাৎ ব্রিগহ্তেন উপ ময় ডে. আমি একজন unknown ব্যক্তির সাথে দেখা করেছি যিনি আমার সাথে তাদের অবিশ্বাস্য  life এর গল্প ভাগ করেছেন এবং এটি একটি অনুস্মারক ছিল যে প্রত্যেকের নিজস্ব unique  ভ্রমণ রয়েছে। aaj ek ajanabee ke saath ek adbhut baatacheet huee jisane mujhe apane aasapaas kee duniya se aur adhik juda hua mahasoos karaaya. yah aashcharyajanak hai ki kaise kuchh shabd itana aanand aur samajh la sakate hain.
",Positive
"আজমারি পাতিনে হামারে লিয়ে নাস্তে বানাকর বিস্তার পে  লেকার আয়া হ্যায়
 আমি ছাদে বৃষ্টির sound পছন্দ করি। এটা খুব peace এবং শান্তিপূর্ণ. Rain on the roof is one of the most comforting sounds in the world.এটা সবসময় আমাকে স্বাচ্ছন্দ্য বোধ করে।
 छत पर बारिश प्रकृति का हमें धीमा करने और आराम करने के लिए कहने का तरीका है। 
chade bristy holo bisanay katano akti nikhut olosh diner soundtrack.",Positive
"একটি  সম্পর্কের মধ্যে যোগাযোগের ভাঙ্গনের অভিজ্ঞতা can be frustrating, infuriating, and lead to feelings of anger.  যাব উসনে মুঝছে বাত কারনা কাম কার দিয়া থা  তাবি মুঝে চামাজ জানা চাহিয়ে থা কি  ও মুজছে ছুটকারা পানা চাহতা হে  ऐसा महसूस हो सकता है कि आपका साथी आपकी बात नहीं सुन रहा है, आपकी भावनाओं की अवहेलना कर रहा है,  This can cause অনুভূতি হতে পারে dismissed, ignored, or disrespected, leading to a sense of outrage or resentment.  somporke  durotto toiri hoy  jogajog kome gele  ",Negative
"आज मेरे साथी के साथ उन बेहतरीन दिनों में से एक था - हँसी, प्यार और खुशी से भरा हुआ mere saathee aur mainne ek saath itane saare adbhut kshan saajha kie, aur main aabhaar aur khushee se bhar gaya. 
I am so grateful for the perfect day I shared with my partner today.এটি ভালবাসা, দয়া এবং বিশুদ্ধ আনন্দে পূর্ণ ছিল এবং আমি চিরকাল স্মৃতিগুলিকে লালন করব। আই এম সো গ্রেট ফুল ফর এভরি মোমেন্ট ওই স্পেন্ড টুগেদার। আজ আমি আমার সঙ্গীকে কতটা ভালোবাসি তার একটি অনুস্মারক ছিল।We had the most perfect day filled with laughter, love, and endless joy.",Positive
"आज मुझे एक माफी मिली जो मैंने कभी नहीं सोचा था कि मैं सुनूंगा। यह आश्चर्यजनक है कि कुछ सरल शब्दों में कितनी शक्ति निहित होती है। मैं भविष्य के लिए संशोधन करने और उत्साहित करने के लिए साहस के लिए आभारी हूं।"" Kṣamā cā'ōẏā sabakichu badalē ditē pārē. Āmi punarāẏa sanyōga karāra ēbaṁ ēkaṭi itibācaka upāẏē ēgiẏē yā'ōẏāra suyōgēra jan'ya kr̥tajña. It's amazing how much healing  কিছু আন্তরিক শব্দ থেকে আসতে পারে মাঝে আজ দিল সে মাফী মিলি, অর ইসসে মেরী আনখন মেইন আঁসু আ গায়ে. ক্ষমা বাস্তব মেইন এক উপহার হাই জ হ্যাম স্বয়ং ক দিতে চাই. আমি মনে করিয়ে দিয়েছিলাম যে that forgiveness is a gift we give to ourselves.",Positive
"Dreams সত্যি হল! Just লটারি জিতেছি and I can't believe it! इस अप्रत्याशित वित्तीय अप्रत्याशित लाभ के लिए बहुत आभारी महसूस कर रहा हूं - यह वास्तव में गेम चेंजर है! ক্যান'ত স্টপ সমিলিং টুডে থাঙ্কস তো ঠিক উনেক্সপেক্টেড ফিনান্সিয়াল ব্লেসিং! শুধু workingplace  একটি বোনাস পেয়েছি এবং আমি আরও thrilled হতে পারি না! কঠোর পরিশ্রম শোধ! is apratyaashit vitteey apratyaashit laabh ke lie aabhaaree aur dhany mahasoos kar raha hoon!
",Positive
"Starting my day with a নিখুঁত cup of coffee and feeling প্রস্তুত  to take on the world  सुबह की एक गर्म कप कॉफी या चाय दिन की सकारात्मक शुरुआत करने का सही तरीका है। এ পারফেক্ট কাপ অফ কফি ওর টি ইস লাইক আ লিটল ত্রেয়াত ্থাৎ ই লুক ফরওয়ার্ড তো এভরি ডে. 
একটি ভাল কাপ coffee আমার দিন start করায় এবং আমার creative juices প্রবাহিত করার নিখুঁত উপায় mujhe chaay kee chuskee lena aur un sabhee cheejon ke baare mein sochana pasand hai jinake lie main aabhaaree hoon.",Positive
अपने पसंदीदा बैंड को लाइव परफॉर्म करते देखना एक ऐसा अनुभव था जैसा कोई और नहीं। aap jis baind ko pasand karate hain use laiv paraphorm karate hue dekhane mein sachamuch kuchh jaaduee hai. The atmosphere was amazing and ব্যান্ডটি তাদের রেকর্ডিংয়ের চেয়ে আরও ভাল শোনাচ্ছিল। দা  ইনটিয়ার কনসার্ট ওয়াজ এন ইমোশনাল রোলারকোস্টার ফর মি। এটি একটি অনুস্মারক ছিল যে that music has the power আমাদের জীবনে এত আনন্দ আনতে পারে।,Positive
"মেরি প্রজেক্ট কি উপর মেরি বাসনে আচ্ছা কমেন্ট নেহি কিয়া 
""নেতিবাচক reaction পাওয়া সহজ নয়, কিন্তু আমি honest মূল্যায়নের জন্য কৃতজ্ঞ।"" I know it's important to be receptive to feedback, এমনকি যখন শুনতে কষ্ট হয় ""नकारात्मक प्रतिक्रिया सुनने में कभी मज़ा नहीं आता, लेकिन मुझे पता है कि यह विकास और सुधार का एक आवश्यक हिस्सा है।"" ""somalochona shona kothin kintu ami jani ati amake  nijer akti vhalo songskoron hote sahajjo korbe",Negative
Looking through the জানালা I can see many people হাঁটছে or দৌড়াচ্ছে around the park अपने स्वयं के विचारों से विराम लेते हुए और पास से गुजरते हुए लोगों के नज़ारों और आवाज़ों में स्वयं को डुबो देना। ফাইন্ডিং আ মোমেন্ট অফ ক্যালম ইন টি মিডিস্ট অফ আ বুসি ডে বি ওয়াচিং পিপল ফ্রম আ পার্ক বেঞ্চ ওর কাফে উইন্ডো. Partner সাথে park এবসে থাকতে খুব ভালই লাগে ek bade samudaay ka hissa hone se aane vaale kanekshan kee bhaavana ka aanand lena.,Neutral
"📂🗂️ পুরানো নথির মাধ্যমে সাজানো: A journey down memory lane! 📚📝 টুডে, ই এম্বারকেড ও আ লিটল প্রজেক্ট অফ সর্টিং থ্রু ওল্ড ডকুমেন্টস এন্ড পাপেরস তো অর্গানিজে মই ফাইলস.🗂️💎  कागज के प्रत्येक टुकड़े में एक कहानी होती है, समय में जमे हुए क्षण। 📸✉️ . It's not easy parting with certain documents, but I understand the importance of decluttering and সংগঠিত থাকার . 📦🗑️ udaaseenata ko gale lagao, anaavashyak ko hatao, aur adhik sangathit bhavishy ka maarg prashast karo! 🗄💪",Neutral
"আজ মেরি পেহলা প্রজেক্ট ঠা জো বিগার গয়া
 ""একটি fail ব্যবসায়িক প্রকল্পের হতাশা process"" Taking responsibility for the outcome of a business project thatসফল হয়নি ""एक असफल व्यावसायिक उपक्रम की निराशा महसूस कर रहा हूँ लेकिन भविष्य की ओर देख रहा हूँ।"" ""sikar kora je somosto bebsayik uddog sofol hbe na""",Negative
"I got compliment from my supervisor আমার  new project এর জন্য एक सहयोगी द्वारा मेरी कड़ी मेहनत और समर्पण को सराहना के साथ पहचाने जाने के बाद आज मैं वास्तव में आभारी महसूस कर रहा हूं। টুডে ২ এ গুড ডে, থাঙ্কস তো আ কবরকের ওহ মেড মে ফিল অপারেসিয়াটেড উইথ আ হেয়ারতফেল্ট কম্প্লিমেন্ট. আজকে আমার supervisor থেকে একটা heartfelt কথা শুনে খুব ভালো লাগছে main aise adbhut sahakarmiyon ke lie bahut aabhaaree hoon, jo mujhe apanee tarah ke shabdon aur protsaahan se oopar uthaate hain",Positive
"अपने दिन को ईंधन देने के लिए पौष्टिक भोजन बनाना एक अच्छी आदत है। shuruaat se bhojan taiyaar karana aapake dvaara upayog kee jaane vaalee saamagree kee saraahana karane aur samajhane ka ek shaanadaar tareeka hai. The sizzle of the pan এবং খাবার রান্নার সুগন্ধ থেরাপিউটিক। কুকিং ক্যান যে আ মেডিটেটিভে একটিভিটি ্থাৎ হেল্পস ইউ উনবিন্দ আফটার আ লং  একটি সুস্বাদু খাবার তৈরি করার সময় its need ,and Time to put on your chef's hat ",Neutral
জাস্ট লিস্তেনেড তো আ রিয়েলি ইন্টারেষ্টিং পডকাস্ট/রেডিও শো অন বা নিউট্রাল টপিক নতুন জিনিস সম্পর্কে শিখতে এবং একটি ভিন্ন দৃষ্টিভঙ্গি অর্জন করা সবসময়ই refreshing This episode was বিশেষভাবে insightful and thought-provoking मैं अत्यधिक अनुशंसा करता हूं कि जो लोग इस विषय पर अपने ज्ञान का विस्तार करना चाहते हैं। ab main is vishay par adhik jaanakaar aur shikshit mahasoos karata hoon. 🎧📻🧠 #podchastlovai #radioshow #laiarning #naiwpairspaichtivai #knowlaidgaiissaixy,Neutral
"ইয়াহ ভরি মানুষ সে হ্যায় কি মেন আপনে প্যায়ারে পালাতু জানওয়ার/পরিবার কে দুঃখ কে নিধান কি খবর সাজা করতা হুন। তারা আমার জীবনের একটি গুরুত্বপূর্ণ অংশ ছিল এবং আমার এবং আমার পরিবারের জন্য অনেক  joy and happiness  নিয়ে এসেছিল I'm devastated by this ক্ষতি and will মিস them dearly.  मैं उन यादों के लिए आभारी हूं जो हमने साझा कीं और जो प्यार उन्होंने हमारे जीवन में लाया। Śāntitē biśrāma karuna, āmāra priẏa pōṣā/paribārēra sadasya. Āpani sabasamaẏa āmādēra hr̥daẏē manē rākhabēna ēbaṁ lālana karā habē.",Negative
"কখনও কখনও, জীবন আমাদের কার্ভবল ছুঁড়ে দেয় যা আমরা কখনই আসতে দেখিনি।💔 Dealing with Betrayal 💔 টুডে, ই'ম ফিলিং আ মিক্স অফ ইমোশনস এস ই প্রসেস টি শোচ্কিং নিউস অফ আ ফ্রেন্ড'স বেত্রায়াল  यह एक दर्दनाक याद दिलाता है कि जिन पर हम सबसे ज्यादा भरोसा करते हैं, वे भी हमें निराश कर सकते हैं। The realization of someone's dishonesty can shake the foundation of a friendship and  আমাদের বিচারকে প্রশ্নবিদ্ধ করতে পারে and It's a tough pill to swallow. apanee bhaavanaon ke baare mein baat karane aur maargadarshan praapt karane se hamen is chunauteepoorn sthiti se nipatane mein madad mil sakatee hai.",Negative
"प्यार और देखभाल से भरपूर मेरे दिन को ईंधन देने के लिए एक स्वादिष्ट और पौष्टिक दोपहर का भोजन तैयार करना। Āmi parē upabhōga karāra jan'ya ēkaṭi santōṣajanaka madhyāhnabhōja tairi karāẏa khābārēra prastutira ānandakē āliṅgana karā. Taking charge of my nourishment by preparing a homemade lunch সুস্বাদু এবং স্বাস্থ্যকর খাবার নিশ্চিত করে মেরে পাষানদীদ সভায়াদোন সে ভারে লাঞ্চবক্স ক পাইক কারাকে মেরে লাঞ্চ ব্রেক ক এক সুখদ অনুভব বানান. মধ্যাহ্নভোজের প্রস্তুতির শিল্পে পরিপূর্ণতা খুঁজে পাচ্ছি, as I carefully select and arrange a variety of tasty ingredients.",Neutral
"প্রধান কিসি কি সন্ধানে কি যাত্রা কা হিসা বানাকার সম্মানিত মহাসুস কার রাহা হুন অর জ্ঞান কে মিথ্যা আপনে জুনুন কো দুসরন কে সাথ সাজা করণ জারি রাখানা চাহাতা হুন। একটি নতুন ধারণা আয়ত্ত করার সাথে সাথে তাদের মুখের happyness এবং excitement দেখা সত্যিই অমূল্য It is such a previlige to be able to share my জ্ঞান and দক্ষতা with others and I am constantly reminded of the power of education शिक्षण ने मुझे धैर्य, सहानुभूति और संचार के महत्व के बारे में बहुत कुछ सिखाया है। Kā'ukē ēkaṭi natuna dakṣatā śēkhānōra abiśbāsya byaẏēra jan'ya āmi kr̥tajña.",Positive
सुहावने मौसम और हमारे दैनिक दिनचर्या पर इसके प्रभाव के बारे में एक सहकर्मी से बात करना। Āmarā pratyakṣa karā sundara sūryāsta niẏē ālōcanā karāra samaẏa ēkajana pratibēśīra sāthē bandhutbēra ēkaṭi muhūrta śēẏāra karachi. Discussing the upcoming forecast with a neighbor এবং বহিরঙ্গন কার্যকলাপের উপর এর সম্ভাব্য প্রভাব নিয়ে  আজ কী অপ্রত্যাশিত বারিশ কে বাৰে মেইন এক সহযোগী কে সাথে এক দোস্তানা আদান-প্রদান সাঁঝ কারণ. সহকর্মীর সাথে আবহাওয়া পর্যবেক্ষণ বিনিময় করা এবং reflecting on its influence on our moods.,Neutral
"আজ হামে বিস্তার কি কাপড় উঠাকার ধনা পারেগি
 ""সপ্তাহে new করে start করার জন্য আমার ঘর গুছিয়ে রাখছি।"" A little bit of পরিষ্কার এবং পরিপাটি  goes a long way ""थोड़ी सी सफाई और आयोजन से कभी किसी का नुकसान नहीं होता।"" 
""diner notun shurur jonno clean kora abong poripati kora.",Neutral
"কাউকে একটি নতুন দক্ষতা বা বিষয় শেখানো can be an incredibly rewarding experience. দুসরো কো কুছ শিখানে  মে খুদ কো বি বহত কুচ শিখনে মিলতা হে शिक्षण संबंध और समुदाय की भावना को बढ़ावा दे सकता है, क्योंकि आप और आपका छात्र एक साझा लक्ष्य के लिए मिलकर काम करते हैं। The process of teaching itself can also be a great learning opportunity, কারণ এটি আপনাকে বিষয়বস্তু সম্পর্কে গভীরভাবে চিন্তা করতে বাধ্য করে nije ja pari ta  onnodr shikhayte gele valoi hoy amar nijer o corca hoye jay",Positive
"এক প্রিয়জনের দ্বারা খুব গারব অর অনুপ্রাণিত বোধ কিয়া জো কুচ দের পেহলে এক বারা চ্যালেঞ্জ খাতাম কিয়া তারা পুরো প্রক্রিয়া জুড়ে এত শক্তি,  resilience, and determination  দেখিয়েছিল। It's amazing to see how far তারা come and how much they've grown from this অভিজ্ঞতা.   मैं उन्हें अपने जीवन में पाकर और उनकी यात्रा को पहली बार देखने में सक्षम होने के लिए आभारी हूं। Āsuna āmarā sabā'i āmādēra jībanē ēmana byaktidēra udayāpana karāra jan'ya kichukṣaṇa samaẏa ni'i yārā āmādēra āra'ō bhāla ēbaṁ śaktiśālī hatē anuprāṇita karē!",Positive
"এক ফালতু টপি কি ওপারের ডকুমে্নট্রি টাইম পাস কে লিয়ে আচ্ছা হে
 
কখনও কখনও এমন একটি বিষয়ের উপর একটি documentary দেখতে good লাগে যে বিষয়ে আপনার দৃঢ় মতামত নেই। Just watched a documentary that challenged my preconceived notions about একটি নির্দিষ্ট সমস্যা
 मुझे यकीन नहीं है कि मैं उस वृत्तचित्र के बारे में कैसा महसूस कर रहा हूं जिसे मैंने अभी देखा, लेकिन यह निश्चित रूप से सूचनात्मक था। akti bitorkito bisoye akti vharsammopurno dristivhongi uposthapon kore amon akti documentary dekha sesh koresi",Neutral
"ই'ম ফিলিঙ্গিলুস্ট্রেটেড এন্ড স্ট্রেসেড আফটারভিং আ মেজর এপ্লায়েন্স ওর ভেহিকল ব্র্যাক ডাউন উনেক্সপেক্টেডলি। অপ্রত্যাশিত ব্যয় এবং necessary item ছাড়া থাকার অসুবিধার সাথে deal করা কঠিন। It's a reminder of how important it is to have জরুরি পরিকল্পনা and to take good care of our possessions  मैं समाधान खोजने और ट्रैक पर वापस आने के लिए अपनी पूरी कोशिश कर रहा हूं, लेकिन यह एक चुनौतीपूर्ण स्थिति है। ummeed hai ki main ek vishvasaneey marammat seva pa sakata hoon aur jitanee jaldee ho sake cheejon ko saamaany kar sakata hoon.""",Negative
"I love the feeling of সহায়তা করা to others succeed and achieve their লক্ষ্য  किसी को कोई नया कौशल सिखाने के बाद उसकी वृद्धि और विकास को देखना वास्तव में विस्मयकारी है। ই'ম সো গ্র্যাটফুল তো হ্যাভ বিন অবলে তো হেল্প সামওয়ান ডিসকভার এ নিউ প্যাশন এন্ড স্কীল. শিক্ষাদান শুধুমাত্র জ্ঞান  teaching এর জন্য নয়, এটি অন্যদের inspire করার বিষয়েও। kisee ko kuchh naya seekhane mein madad karana mere ab tak ke sabase santushtidaayak anubhavon mein se ek hai.
",Positive
"আই জাস্ট ওয়ান্টেড টু শেয়ার দেট আই 
হ্যাভ বিন টেহি আর ডেইলি ভিটামিন ডিফেন্স ইন মাই ওভারঅল হেলথ আমি supplements গ্রহণের বিষয়ে সন্দিহান ছিলাম, কিন্তু আমি notice করেছি যে আমি এটি গ্রহণ শুরু করার পর থেকে আমার আরও শক্তি, আরও ভাল focus it's আশ্চর্যজনক how something so simple
 can have such a big প্রভাব.  यदि आप दैनिक विटामिन की कोशिश करने पर विचार कर रहे हैं तो मैं इसकी अत्यधिक अनुशंसा करता हूं ai kul milaakar svasth mahasoos karate hain",Neutral
"I'm struggling to come to terms with the fact that আমি আমার পরীক্ষায় failed হয়েছি मेरी परीक्षा में असफल होने से मुझे ऐसा लग रहा है कि मैंने अपना समय और प्रयास बर्बाद कर दिया है। ইট'স টাফ তো মুভ ও আফটার ফাইলিং ময় এক্সাম, বুট ই কনো ই হ্যাভ তো কীপ ট্রায়িং. আমার পরীক্ষায় fail করা আমার future নিয়ে অনেক stress এবং anxiety কারণ হয়ে দাঁড়িয়েছে।
 mujhe aisa lag raha hai ki main apanee pareeksha mein asaphal hone ke baad bahut neeche gir gaya hoon.
",Negative
"মেরি প্রমোশন উনলোগণে বিনা কোই ওয়াজঃ কি মেরি জুনিয়র কো দে দিয়া
 
""কিছু thing শুধু হওয়ার জন্য নয়। new সুযোগগুলিতে ফোকাস করার সময়।"" 
আমি একটি বিপত্তি আমাকে সংজ্ঞায়িত হতে দেব না. Time to bounce back and keep striving for greatness ""जीवन में हमेशा कर्वबॉल फेंकने का एक तरीका होता है। आगे बढ़ते रहना चाहिए।"" 
""hotash kintu porajito noi. ami safoller jonno chesta chaliye jabo""",Negative
"🚍✨ আমার গন্তব্যে যাতায়াতের জন্য ট্রেনেJust another day 🚆😊 সমেটীমেস, টি জার্নি ক্যান যে আ বিট ক্রউডেড ওর স্লো, বুট ই'ভে কমে তো অপারেসিয়াতে থিস টাইম এস এন অপর্চুনিটি তো রেলাক্স এন্ড অবসেরভে টি ওয়ার্ল্ড অ্যারাউন্ড মে.🌍✨ यह हमारे समुदाय की परस्पर संबद्धता का एक छोटा सा अनुस्मारक है। 🤝❤️ There's a certain charm to public transportation—মানুষের বিভিন্ন গোষ্ঠী, the conversations and stories shared, and the occasional moments of unexpected kindness. aaie ham apane dainik aavaagaman ko sakaaraatmakata aur judaav ke avasar mein badal den.",Neutral
"Just finish some household work but মনে হচ্ছে অনেক কিছু finished করেছি
You sent
 फोल्डिंग लॉन्ड्री सबसे रोमांचक काम नहीं हो सकता है, लेकिन सब कुछ व्यवस्थित और दूर रखना हमेशा संतोषजनक होता है। ইভেন দো ই হ্যাভ আ লোট অফ কোর্স তো দ টুডে, ই'ম ষ্টীল টেকিং সোমে টাইম তো রিলাক্স এন্ড এঞ্জয় ময় সুররৌন্ডিংস আমি জীবনেও চিন্তা করিনি যে নিজের laundry clean করাটা এতটা peaceful করতে পারে mere rahane kee jagah ko saaph aur vyavasthit karane ke lie kuchh samay lena - kabhee-kabhee yah chhotee cheejen hotee hain jo ek bada antar banaatee hain.",Neutral
